id,tyc,gaia,hyg,hip,hd,hr,gl,bayer,flam,con,proper,ra,dec,pos_src,dist,x0,y0,z0,dist_src,mag,absmag,ci,mag_src,rv,rv_src,pm_ra,pm_dec,pm_src,vx,vy,vz,spect,spect_src
716369,NULL,3.02651117543791E+018,118476,NULL,NULL,NULL,GJ 3442,NULL,NULL,Pup,NULL,7.470206,-18.793988,GJ,13.5191403989769,-4.805,11.862,-4.355,G_R3,13.65,12.995,NULL,GJ,NULL,OTHER,25.17,616.372,G_R3,-6.273,11.189,37.395,NULL,NULL
716875,7116-1478-1,5.586665314277E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Pup,NULL,7.47317301,-36.45627569,T,28.8662,-8.734,21.512,-17.153,G_R3,10.026,7.724,1.431,T,65.232,G_R3,73.121,313.004,G_R3,-38.582,68.43,-4.312,NULL,N
716994,173-3037-1,3.13670711698301E+018,36208,36310,59062,NULL,NULL,NULL,NULL,CMi,NULL,7.47381839,4.15318724,T,44.5412,-16.719,41.158,3.226,G_R3,8.15,4.906,0.775,HIP,45.759,G_R3,-148.731,-38.8,G_R3,11.696,54.652,-4.857,G8 IV,T
717981,4821-2979-1,3.06064135639025E+018,36236,36338,NULL,NULL,GJ 1097,NULL,NULL,Mon,NULL,7.47921733,-3.29622688,T,11.7347,-4.4244,10.8475,-0.6752,G_R3,11.47,11.123,1.486,HIP,NULL,N,439.411,-788.396,G_R3,-21.681,-11.566,-43.784,NULL,N
718294,6538-1667-1,5.61831433986417E+018,36244,36347,NULL,NULL,NULL,NULL,NULL,Pup,NULL,7.48091464,-24.14088135,T,37.81,-13.044,31.942,-15.464,G_R3,9.99,7.102,1.14,HIP,31.97,G_R3,-77.174,98.93,G_R3,-0.965,38.952,3.106,M0V:,HYG
718298,7104-159-1,5.60546940266116E+018,36246,36349,NULL,NULL,NULL,NULL,NULL,Pup,NULL,7.48094,-30.246817,HIP_X,15.5909,-5.0924,12.4688,-7.8532,G_R3,9.96,8.996,1.442,HIP,28.51,G_R3,-112.741,-160.996,G_R3,0.669,20.402,-24.64,M1V:e...,HYG
718393,8563-1408-1,5.48600072548457E+018,36250,36352,NULL,NULL,NULL,NULL,NULL,Car,NULL,7.481594,-58.263387,HIP_X,38.6852,-7.697,18.838,-32.901,G_R3,10.97,8.032,1.323,HIP,1.265,G_R3,140.468,-136.262,G_R3,-16.06,-28.801,-14.22,NULL,N
718712,5408-2713-1,3.02866120170808E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Pup,NULL,7.48344999,-14.71340916,T,36.7834,-13.472,32.928,-9.342,G_R3,11.621,8.793,1.884,T,-2.256,G_R3,-175.241,-235.639,G_R3,33.059,-0.107,-39.168,NULL,N
718778,2456-932-1,8.92215482207937E+017,36254,36357,NULL,NULL,NULL,NULL,NULL,Gem,NULL,7.4838253,31.99384429,T,18.1206,-5.821,14.223,9.601,G_R3,7.73,6.439,0.923,HIP,-4.334,G_R3,158.169,175.873,G_R3,-8.15,-15.956,10.516,K2V,HYG
719018,2452-2167-1,NULL,36263,36366,58946,2852,Gl 274A,Rho,62,Gem,NULL,7.48519925,31.78453362,T,18.0473,-5.816,14.196,9.506,HIP,4.16,2.878,0.32,HIP,3.1,HYG,159.33,193.82,HYG,-10.301,-10.811,15.728,F0V,T
719749,5408-631-1,3.02861746176021E+018,36292,36395,59438,2868,NULL,NULL,NULL,Pup,NULL,7.48940818,-14.99859759,T,36.4848,-13.396,32.596,-9.442,G_R3,6.05,3.239,0.479,HIP,-5.304,G_R3,-184.411,-228.085,G_R3,35.329,-2.057,-36.732,F5 V,T
719938,5396-1251-1,NULL,36296,36399,59380,2866,GJ 3443,NULL,NULL,Mon,NULL,7.4904569,-7.55116214,T,29.7323,-11.2116,27.2595,-3.9075,G_R2,5.86,3.494,0.487,HIP,9.1,HYG,50.78,125.93,HYG,-10.938,7.778,16.399,F6 V,T
720080,5979-1278-1,3.02853592609952E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Pup,NULL,7.49122731,-15.5546114,T,48.9511,-17.947,43.61,-13.127,G_R3,11.997,8.548,1.826,T,18.309,G_R3,-118.195,-35.912,G_R3,19.501,24.683,-12.938,NULL,N
721016,5404-1337-1,3.03494559785277E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Pup,NULL,7.49671435,-11.39401501,T,43.7295,-16.371,39.619,-8.639,G_R3,9.081,5.877,1.004,T,74.599,G_R3,-53.888,-121.644,G_R3,-15.7,67.248,-39.457,NULL,N
721392,3401-1647-1,9.76893923544105E+017,36336,36439,58855,2849,GJ 9234,NULL,22,Lyn,NULL,7.49887655,49.6724587,T,20.4021,-5.049,12.2,15.554,G_R3,5.35,3.802,0.47,HIP,-27.074,G_R3,111.047,-82.884,G_R3,-5.56,-14.65,-25.828,F6V,T
721493,2957-1441-1,8.99024242322464E+017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aur,NULL,7.49939125,38.43822563,T,32.4446,-9.721,23.48,20.17,G_R3,7.797,5.241,0.841,T,16.547,G_R3,-48.175,-68.06,G_R3,-0.601,20.822,2.087,G5V,T
721756,2958-1880-1,8.98925183196876E+017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aur,NULL,7.50078864,37.88201099,T,44.5349,-13.458,32.472,27.346,G_R3,11.625,8.381,1.159,T,-21.285,G_R3,-23.62,10.424,G_R3,11.556,-14.858,-11.333,NULL,N
721783,768-993-1,3.16195743587243E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CMi,NULL,7.50090546,11.05984557,T,43.6389,-16.399,39.564,8.371,G_R3,10.891,7.692,1.874,T,NULL,N,-71.05,-89.11,G_R3,12.224,8.895,-18.092,NULL,N
722499,4834-468-1,3.0603322218213E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mon,NULL,7.50486255,-3.67347147,T,24.4906,-9.382,22.568,-1.569,G_R3,10.478,8.533,1.664,T,45.781,G_R3,-154.577,44.804,G_R3,-1.094,49.383,2.258,NULL,N
722769,1368-1472-1,8.64706010518989E+017,36378,36481,59360,NULL,NULL,NULL,NULL,Gem,NULL,7.50649752,19.81392221,T,42.3306,-15.303,36.767,14.349,G_R3,7.07,3.937,0.604,HIP,59.777,G_R3,57.969,-126.944,G_R3,-35.667,55.422,-3.703,G0,HYG
722907,776-135-1,3.16369610735431E+018,36382,36485,59432,NULL,NULL,NULL,NULL,Gem,NULL,7.50728462,13.86496176,T,48.6729,-18.167,43.623,11.664,G_R3,7.16,3.724,0.505,HIP,-0.954,G_R3,-43.861,-19.848,G_R3,9.276,4.049,-4.675,F5,T
722987,190-1605-1,3.14179153362864E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CMi,NULL,7.50777925,6.72100675,T,47.4609,-18.126,43.51,5.555,G_R3,8.729,5.347,0.784,T,91.562,G_R3,-143.213,-66.494,G_R3,-5.9,97.947,-4.142,NULL,N
723148,9179-740-1,5.26804258130195E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Vol,NULL,7.50866325,-68.58513536,T,37.1613,-5.221,12.524,-34.596,G_R3,11.056,8.206,1.381,T,25.784,G_R3,-21.576,116.495,G_R3,-7.465,27.786,-16.511,NULL,N
723176,776-716-1,3.1636958324764E+018,36394,36497,59450,NULL,NULL,NULL,NULL,Gem,NULL,7.50888952,13.84443725,T,47.2017,-17.6371,42.3005,11.2952,G_R3,7.95,4.58,0.586,HIP,NULL,N,-46.884,-31.736,G_R3,9.029,5.606,-6.895,F8,T
723555,7656-296-1,5.51117143716251E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Pup,NULL,7.51091792,-44.40015225,T,22.015,-6.061,14.515,-15.403,G_R3,10.41,8.696,NULL,T,29.982,G_R3,-169.09,479.426,G_R3,-5.459,58.87,14.77,NULL,N
723592,5979-1943-1,3.02822885311544E+018,36409,36512,59711,NULL,NULL,NULL,NULL,Pup,NULL,7.51111472,-15.99458363,T,36.2973,-13.446,32.197,-10.002,G_R3,7.73,4.931,0.637,HIP,8.302,G_R3,47.428,-108.572,G_R3,-8.622,-0.531,-20.246,G5 V,T
723720,7117-281-1,5.58638109052054E+018,36411,36515,59967,2882,GJ 3446,NULL,NULL,Pup,NULL,7.51180883,-37.33935963,T,21.7515,-6.667,15.957,-13.193,G_R3,6.66,4.973,0.641,HIP,9.179,G_R3,-87.12,52.934,G_R3,4.199,13.252,-1.228,G3 V,T
723840,NULL,9.75968718869126E+017,118477,NULL,NULL,NULL,Gl 275.2A,NULL,NULL,Lyn,NULL,7.512394,48.202487,GJ,11.2710218646553,-2.897,6.931,8.403,G_R3,13.56,13.3,1.71,GJ,-56.486,G_R2,-201.282,-1272.162,G_R3,4.899,16.165,-87.414,NULL,NULL
724805,7117-833-1,NULL,36443,36546,NULL,NULL,NULL,NULL,NULL,Pup,NULL,7.51780065,-37.22888824,T,33.3,-10.261,24.448,-20.147,HIP,11.41,8.798,1.41,HIP,NULL,N,54.44,-241.31,HYG,0.994,-24.576,-30.33,M2V:,HYG
724982,776-242-1,3.16528771915454E+018,36448,36551,59582,NULL,Gl 276,NULL,NULL,Gem,NULL,7.51880909,14.61414709,T,20.7457,-7.773,18.508,5.234,G_R3,8.94,7.355,1.107,HIP,65.767,G_R3,75.902,-290.291,G_R3,-34.314,62.425,-11.031,K5,HYG
725262,178-2187-1,3.1345487412998E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CMi,NULL,7.52024139,0.55391809,T,28.3872,-11.002,26.167,0.274,G_R3,11.463,9.197,0.967,T,26.372,G_R3,98.208,-21.758,G_R3,-22.414,19.213,-2.673,NULL,N
725712,1360-957-1,3.16852691476975E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Gem,NULL,7.52279616,15.93331556,T,43.3915,-16.197,38.452,11.912,G_R3,10.277,7.09,1.122,T,17.375,G_R3,-15.638,-98.859,G_R3,-5.688,21.791,-14.784,NULL,N
726650,2970-470-1,9.7345822458516E+017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Lyn,NULL,7.52804354,44.58354742,T,34.7772,-9.647,22.814,24.412,G_R3,9.785,7.079,1.437,T,NULL,N,215.909,15.978,G_R3,-32.064,-15.566,1.876,NULL,N
727185,8910-365-1,5.29198513419223E+018,36518,36622,60673,NULL,NULL,NULL,NULL,Car,NULL,7.53114088,-61.69221073,T,47.8441,-8.8528,20.8899,-42.1225,G_R3,8.78,5.381,0.722,HIP,NULL,N,61.554,8.82,G_R3,-13.541,-3.826,0.949,G6 V,T
727453,NULL,9.00194908672476E+017,118480,NULL,NULL,NULL,GJ 3445,NULL,NULL,Lyn,NULL,7.532475,39.228446,GJ,38.6548125241592,-11.694,27.565,24.446,G_R3,13.08,10.144,NULL,GJ,18.2672,OTHER,151.121,-251.697,G_R3,-42.41,29.064,-24.175,NULL,NULL
727489,2465-1600-1,8.98506166187633E+017,36522,36627,NULL,NULL,Gl 277B,NULL,NULL,Lyn,NULL,7.53264303,36.23045504,T,11.9904,-3.778,8.904,7.087,G_R3,11.82,11.426,1.567,HIP,-0.823,G_R3,-264.281,-260.265,G_R3,10.673,13.305,-12.42,M4,HYG
727498,2465-984-1,NULL,36524,36626,NULL,NULL,Gl 277A,NULL,NULL,Lyn,NULL,7.53269602,36.21930685,T,11.868,-3.74,8.814,7.013,HIP,10.52,10.148,1.439,HIP,0.1,HYG,-224.41,-213.3,HYG,8.821,11.533,-9.622,M3.5Ve,HYG
727499,NULL,8.98506093171335E+017,36524,NULL,NULL,NULL,Gl 277A,NULL,NULL,Lyn,NULL,7.532709,36.219397,GJ,11.9934563702044,-3.779,8.907,7.087,G_R3,10.52,10.125,1.439,GJ,-2.79,G_R2,-249.677,-247.119,G_R3,10.704,11.115,-12.983,NULL,NULL
727666,NULL,9.89380492985185E+017,118479,NULL,NULL,NULL,GJ 3444,NULL,NULL,Lyn,NULL,7.533617,57.916503,GJ,24.1593161947144,-5.015,11.812,20.471,G_R3,17.4,15.485,NULL,GJ,NULL,OTHER,2.625,-924.506,G_R3,-35.335,82.458,-56.239,NULL,NULL
727712,4360-728-1,1.10852941412797E+018,36531,36635,NULL,NULL,Gl 275.1,NULL,NULL,Cam,NULL,7.53389488,68.62100661,T,23.3869,-3.332,7.847,21.778,G_R3,10.84,8.995,1.494,HIP,-18.128,G_R3,-172.671,-119.715,G_R3,15.373,12.775,-21.719,M0,HYG
727761,1364-520-3,3.16925688741182E+018,36533,36637,NULL,NULL,GJ 3447A,NULL,NULL,Gem,NULL,7.53413242,17.31943654,T,26.9918,-10.073,23.717,8.035,G_R3,10.98,8.824,1.4,HIP,22.722,G_R3,-218.53,-183.305,G_R3,14.527,37.323,-15.627,K5,HYG
727886,5397-3754-1,3.05349288154164E+018,36536,36640,59984,2883,GJ 3449A,NULL,NULL,Mon,NULL,7.53493408,-8.88132908,T,28.6671,-11.078,26.067,-4.426,G_R3,5.9,3.613,0.54,HIP,55.104,G_R3,-91.986,-167.789,G_R3,-8.412,51.755,-31.036,G5/8 V + (F),T
728909,5983-1854-1,3.02656415814972E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Pup,NULL,7.54053857,-18.74397211,T,47.3242,-17.588,41.219,-15.207,G_R3,9.562,6.187,1,T,-7.932,G_R3,6.185,-41.148,G_R3,2.836,-10.182,-6.193,K2 V,T
729509,5405-279-1,3.03344823481604E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Pup,NULL,7.54407752,-12.87855598,T,47.0992,-18.059,42.214,-10.498,G_R3,8.73,5.365,0.855,T,2.895,G_R3,-96.903,-116.767,G_R3,21.067,5.762,-26.06,G6 V,T
730162,2962-1387-1,9.00312354553996E+017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Lyn,NULL,7.54773408,39.8424782,T,46.7799,-14.159,33.01,29.971,G_R3,8.922,5.572,0.875,T,2.246,G_R3,-79.07,-59.945,G_R3,12.078,16.324,-8.768,G5,T
730585,2465-1115-1,8.98639447612575E+017,36598,36704,59747,NULL,NULL,NULL,NULL,Lyn,NULL,7.55016166,37.0298487,T,20.6798,-6.518,15.168,12.454,G_R3,7.68,6.102,0.863,HIP,-15.959,G_R3,-49.874,9.407,G_R3,9.741,-10.285,-8.875,G5,T
731121,182-2740-1,3.1363490197909E+018,36617,36723,60111,2887,NULL,Del-2,8,CMi,NULL,7.55324057,3.29038161,T,43.1987,-17.058,39.611,2.479,G_R3,5.59,2.413,0.321,HIP,3.396,G_R3,-15.909,42.696,G_R3,1.85,3.941,8.924,F0/2 IV/V,T
731365,5991-343-1,5.61909997958527E+018,36625,36731,60368,NULL,NULL,NULL,NULL,Pup,NULL,7.55455478,-22.30152193,T,43.7394,-16.019,37.162,-16.598,G_R3,8.32,5.116,0.671,HIP,49.415,G_R3,46.648,-247.157,G_R3,-19.281,20.297,-66.165,G3 V,T
731683,3409-1316-1,9.82910760408814E+017,36631,36737,NULL,NULL,NULL,NULL,NULL,Lyn,NULL,7.556456,49.739647,HIP_X,32.8772,-8.421,19.507,25.089,G_R3,11.35,8.766,1.415,HIP,1.718,G_R3,-469.767,-70.058,G_R3,63.477,37.685,-5.745,K:...,HYG
732112,NULL,1.0894007636616E+018,118481,NULL,NULL,NULL,GJ 1098,NULL,NULL,Cam,NULL,7.558673,64.159795,GJ,19.9743529308368,-3.455,7.991,17.977,G_R3,16.38,14.878,0.91,GJ,NULL,OTHER,42.266,-257.539,G_R3,-12.383,18.557,-10.629,NULL,NULL
733165,NULL,8.656539613409E+017,118484,NULL,NULL,NULL,GJ 3451,NULL,NULL,Gem,NULL,7.56452,22.39426,GJ,27.2503324540559,-10.034,23.111,10.382,G_R3,16.46,14.283,1.6,GJ,-146.591995,OTHER,937.284,-598.122,G_R3,-68.81,-145.541,-127.286,NULL,NULL
733715,5991-217-1,5.6191212482672E+018,36689,36795,60532,2906,Gl 279,NULL,NULL,Pup,NULL,7.567551,-22.296067,HIP_X,26.2206,-9.679,22.246,-9.948,G_R3,4.44,2.347,0.521,HIP,61.219,G_R3,-40.18,46.791,G_R3,-18.899,55.955,-17.845,F6V,HYG
734377,NULL,3.13468219452255E+018,118487,NULL,NULL,NULL,GJ 1099,NULL,NULL,CMi,NULL,7.571665,0.986295,GJ,15.62414555454,-6.248,14.318,0.269,G_R3,11.93,10.961,1.47,GJ,7.953,G_R2,-19.099,-599.28,G_R3,-2.189,8.554,-44.243,NULL,NULL
734412,6539-3802-1,5.61842013780315E+018,36711,36817,60584,2909,NULL,NULL,NULL,Pup,NULL,7.57183916,-23.4736603,T,30.5375,-11.204,25.672,-12.164,G_R3,5.06,2.636,0.468,HIP,-4.748,G_R3,-88.134,-0.86,G_R3,13.455,1.066,1.777,F5/7 V,T
734767,4842-1547-1,3.05444883818116E+018,36721,36827,60491,NULL,NULL,NULL,NULL,Mon,NULL,7.57393551,-6.89667701,T,23.4554,-9.326,21.337,-2.817,G_R3,8.16,6.309,0.9,HIP,-9.964,G_R3,-80.259,-43.044,G_R3,12.369,-6.017,-3.555,K1 V,T
734835,4116-987-1,1.08881393368962E+018,36727,36834,NULL,NULL,Gl 277.1,NULL,NULL,Cam,NULL,7.57428461,62.94150339,T,11.8064,-2.151,4.921,10.514,G_R3,10.4,10.039,0.942,HIP,-42.149,G_R3,-495.567,-109.917,G_R3,30.899,-1.438,-40.334,M0,HYG
734870,8552-91-1,NULL,36726,36832,61033,NULL,NULL,NULL,NULL,Car,NULL,7.57445391,-52.96815591,T,28.9268,-6.979,15.962,-23.092,HIP,7.59,5.283,0.724,HIP,NULL,N,-34.89,279.51,HYG,-7.874,29.951,23.084,G5/6 V,T
734918,5409-3414-1,3.03030366591912E+018,36731,36836,60552,NULL,NULL,NULL,NULL,Pup,NULL,7.57469124,-13.87017749,T,46.1907,-17.9683,41.0863,-11.0726,G_R3,6.71,3.387,0.488,HIP,12.58,G_R3,-74.838,84.629,G_R3,8.341,21.826,14.975,F7 II/III,T
735275,2457-2407-1,8.92348694913502E+017,36744,36850,60179,2891,Gl 278A,Alp,66,Gem,Castor,7.57666793,31.88863645,T,15.5958,-5.312,12.13,8.239,HIP,1.58,0.615,0.034,HIP,6,HYG,-206.33,-148.18,HYG,9.608,16.087,-6.132,A1V,T
735356,2453-1918-1,8.92348454394856E+017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Gem,NULL,7.57710665,31.86973711,T,15.0805,-5.139,11.731,7.962,G_R3,9.831,8.939,NULL,T,-51.646,G_R3,-201.406,-97,G_R3,29.318,-31.044,-33.158,M 1 VE,T
735440,1372-456-1,8.65699110037322E+017,36747,36853,NULL,NULL,GJ 3453,NULL,NULL,Gem,NULL,7.57752738,22.3376527,T,25.8411,-9.593,21.892,9.821,G_R3,11.53,9.468,1.498,HIP,16.166,G_R3,173.976,-96.765,G_R3,-27.33,9.269,-4.82,NULL,N
735679,6543-261-1,5.61335991041688E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Pup,NULL,7.57882908,-26.0390314,T,44.677,-16.124,36.762,-19.612,G_R3,8.03,4.78,0.723,T,-22.757,G_R3,-44.063,-144.1,G_R3,22.141,-27.246,-17.431,G2 V,T
735713,8922-894-1,5.27515401635372E+018,36760,36866,61475,NULL,NULL,NULL,NULL,Vol,NULL,7.57899703,-66.64350549,T,43.2436,-6.887,15.7,-39.7,G_R3,8.79,5.61,0.853,HIP,44.602,G_R3,-38.725,231.529,G_R3,-17.337,59.285,-22.13,K1 IV,T
736032,1915-1759-1,8.685137567249E+017,36768,36874,60298,NULL,NULL,NULL,NULL,Gem,NULL,7.58066891,24.95447115,T,39.0747,-14.245,32.437,16.486,G_R3,7.37,4.411,0.642,HIP,-135.382,G_R3,130.2,-352.66,G_R3,16.192,-96.846,-116.343,G0V,T
737596,3786-1532-1,9.85610542491482E+017,36809,36915,NULL,NULL,GJ 3452,NULL,NULL,Lyn,NULL,7.58941098,54.84974073,T,12.7938,-2.977,6.737,10.461,G_R3,11.36,10.825,1.591,HIP,-15.248,G_R3,-113.544,13.364,G_R3,10.115,-5.852,-12.001,M0,HYG
737825,3409-1908-1,9.75925219440361E+017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Lyn,NULL,7.59074209,48.24388583,T,29.6266,-7.981,18.044,22.101,G_R3,11.686,9.328,1.539,T,-37.958,G_R3,107.158,-195.544,G_R3,-11.825,-10.47,-46.605,NULL,N
737837,8145-187-1,5.49257412569012E+018,36821,36927,61214,NULL,NULL,NULL,NULL,Car,NULL,7.5908,-52.442534,HIP_X,25.2757,-6.233,14.09,-20.037,G_R3,8.78,6.766,1.049,HIP,22.387,G_R3,-115.616,259.314,G_R3,-2.816,40.609,1.192,K3IV-V,HYG
738817,7109-2638-1,5.59223763920905E+018,36842,36948,61005,NULL,NULL,NULL,NULL,Pup,NULL,7.59651757,-32.2038961,T,36.4506,-12.519,28.188,-19.426,G_R3,8.23,5.421,0.734,HIP,22.345,G_R3,-55.05,74.319,G_R3,-1.759,27.396,-1.042,G3/5 V,T
739001,4372-498-1,1.11122400788904E+018,36848,36954,59201,NULL,NULL,NULL,NULL,Cam,NULL,7.59742479,73.27594796,T,36.912,-4.314,9.706,35.351,G_R3,8.51,5.674,0.808,HIP,-28.451,G_R3,119.719,333.215,G_R3,6.86,-67.017,-10.469,G5,HYG
739549,4834-3270-1,3.06078793073074E+018,36870,36976,60779,NULL,GJ 9237,NULL,NULL,Mon,NULL,7.60039768,-3.15176974,T,35.4346,-14.394,32.321,-1.948,G_R3,7.16,4.413,0.564,HIP,129.75,G_R3,-278.833,111.645,G_R3,-10.34,138.345,11.592,G1 V,T
739825,4834-1644-1,3.06078851914906E+018,36879,36985,NULL,NULL,NULL,NULL,NULL,Mon,NULL,7.601966,-3.110779,HIP_X,14.2298,-5.7856,12.9776,-0.772,G_R3,9.87,9.104,1.455,HIP,NULL,N,74.129,-293.118,G_R3,-4.13,-3.016,-19.743,NULL,N
739911,NULL,5.49262284779874E+018,118490,NULL,NULL,NULL,GJ 3455,NULL,NULL,Car,NULL,7.602564,-51.913906,GJ,16.2994137100888,-4.096,9.182,-12.829,G_R3,12.45,11.389,NULL,GJ,57.23,OTHER,398.064,446.933,G_R3,-53.542,44.535,-23.743,NULL,NULL
740166,2457-1894-1,8.92511246539403E+017,36887,36993,60521,NULL,NULL,NULL,NULL,Gem,NULL,7.60390059,32.83607186,T,49.4611,-16.942,37.948,26.82,G_R3,8,4.529,0.632,HIP,29.45,G_R3,-35.718,-107.381,G_R3,-8.006,38.475,-5.186,G0,T
740688,NULL,3.14205263327682E+018,118488,NULL,NULL,NULL,GJ 3454,NULL,NULL,CMi,NULL,7.606961,7.080332,GJ,8.50412450038269,-3.447,7.703,1.048,GJ,13.22,13.572,NULL,GJ,20,OTHER,236.2,-311.2,GJ,-17.429,15.64,-9.985,NULL,NULL
740754,182-667-1,3.13550297995473E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CMi,NULL,7.60731285,2.69929209,T,42.9393,-17.521,39.15,2.022,G_R3,9.744,6.58,1.136,T,-13.567,G_R3,-80.309,-85.934,G_R3,20.12,-4.94,-18.112,NULL,N
740917,5409-2765-1,3.0300291316102E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Pup,NULL,7.60819912,-14.4594488,T,43.0311,-17.03,38.029,-10.745,G_R3,9.028,5.859,0.768,T,-3.149,G_R3,36.064,-100.721,G_R3,-3.371,-10.472,-19.109,K0,T
741143,190-1960-1,3.13880416053476E+018,36925,37031,60803,2918,NULL,NULL,NULL,CMi,NULL,7.60964073,5.86216954,T,41.5277,-16.898,37.697,4.241,G_R3,5.89,2.798,0.602,HIP,4,HYG,-109.817,27.662,G_R3,18.327,11.966,5.826,G 0 V,T
742326,3790-1140-1,9.89296208547042E+017,36955,37061,60272,NULL,NULL,NULL,NULL,Lyn,NULL,7.61616424,57.54964858,T,27.5034,-6.059,13.456,23.209,G_R3,7.97,5.773,0.797,HIP,34.608,G_R3,71.296,-187.803,G_R3,-24.584,31.956,16.066,G 9 V,T
742376,765-810-1,3.14838850031526E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CMi,NULL,7.61644391,8.38438963,T,39.0752,-15.875,35.247,5.698,G_R3,10.661,7.701,1.297,T,14.846,G_R3,16.397,-23.954,G_R3,-9.067,12.735,-2.225,NULL,N
743087,3786-1031-1,9.86030727731771E+017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Lyn,NULL,7.62055178,55.55155808,T,42.2385,-9.835,21.775,34.831,G_R3,11.266,8.137,1.601,T,25.203,G_R3,176.131,-126.198,G_R3,-46.586,17.465,6.49,NULL,N
745220,NULL,8.78504331691963E+017,118489,NULL,NULL,NULL,GJ 9238,NULL,NULL,Gem,NULL,7.632504,28.280376,GJ,39.7831025250335,-14.522,31.883,18.849,G_R3,13.85,10.852,1.47,GJ,NULL,OTHER,360.616,-301.17,G_R3,-73.046,-3.7,-50.018,NULL,NULL
746035,2970-767-1,9.25354006754956E+017,37056,37162,NULL,NULL,NULL,NULL,NULL,Lyn,NULL,7.6368815,43.57327584,T,46.3658,-13.959,30.554,31.959,G_R3,9.64,6.309,0.966,HIP,32.471,G_R3,-119.025,-152.511,G_R3,4.419,53.285,-1.904,K2,HYG
746113,1911-681-1,8.68237126470926E+017,37059,37165,61035,2926,NULL,NULL,NULL,Gem,NULL,7.63732499,24.36044222,T,47.0132,-17.801,38.953,19.392,G_R3,6.37,3.009,0.337,HIP,7.814,G_R3,10.289,20.805,G_R3,-4.249,3.781,7.447,F 2 V,T
746225,3409-2071-1,9.75710093118127E+017,37064,37170,60737,NULL,NULL,NULL,NULL,Lyn,NULL,7.637901,47.74867208,T,39.4301,-11.023,24.112,29.186,G_R3,7.7,4.721,0.621,HIP,6.098,G_R3,-15.588,-166.279,G_R3,-8.62,25.863,-16.384,G0,HYG
746282,6547-1044-1,5.61229932837352E+018,37065,37171,61447,NULL,NULL,NULL,NULL,Pup,NULL,7.63814096,-27.14552388,T,49.9229,-18.473,40.401,-22.777,G_R3,8.41,4.919,0.737,HIP,89.23,G_R3,-73.802,161.78,G_R3,-24.398,95.36,-6.642,G5 IV/V,T
746410,2461-826-1,8.94358430370155E+017,37071,37177,NULL,NULL,NULL,NULL,NULL,Gem,NULL,7.63887074,34.44965069,T,37.6494,-12.916,28.232,21.298,G_R3,11.26,8.381,1.33,HIP,5.298,G_R3,-5.903,121.062,G_R3,4.225,-6.704,20.814,M0,HYG
747384,191-756-1,3.13878594987331E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CMi,NULL,7.64437992,5.98643619,T,42.379,-17.589,38.302,4.42,G_R3,9.855,6.719,1.123,T,38.824,G_R3,-223.979,-49.683,G_R3,24.343,54.813,-5.878,NULL,N
747402,3786-1348-1,9.85398439826973E+017,37110,37216,NULL,NULL,NULL,NULL,NULL,Lyn,NULL,7.6444836,54.43233989,T,49.6312,-12.048,26.234,40.372,G_R3,9.92,6.441,0.883,HIP,23.211,G_R3,-10.619,-263.131,G_R3,-24.381,59.075,-17.129,K0,HYG
747424,5992-530-1,5.71535284238843E+018,37111,37217,NULL,NULL,GJ 3459,NULL,NULL,Pup,NULL,7.64463187,-21.22342385,T,10.4533,-4.0676,8.855,-3.7847,G_R3,11.68,11.584,1.588,HIP,NULL,N,456.629,-475.345,G_R3,-17.003,-17.193,-21.957,M2,HYG
747559,9493-916-1,5.19356725997675E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Oct,NULL,7.6452725,-84.35916875,T,46.667,-1.915,4.168,-46.441,G_R3,12.132,8.787,1.724,T,39.854,G_R3,-93.648,27.409,G_R3,14.67,17.693,-39.065,NULL,N
