id,tyc,gaia,hyg,hip,hd,hr,gl,bayer,flam,con,proper,ra,dec,pos_src,dist,x0,y0,z0,dist_src,mag,absmag,ci,mag_src,rv,rv_src,pm_ra,pm_dec,pm_src,vx,vy,vz,spect,spect_src
678672,3396-2196-1,9.74887555341533E+017,35043,35136,55575,2721,GJ 1095,NULL,NULL,Lyn,NULL,7.26392724,47.23996321,T,16.8518,-3.717,10.821,12.373,G_R3,5.54,4.407,0.576,HIP,84.931,G_R3,30.079,-185.905,G_R3,-24.549,64.065,52.274,G0V,T
678698,5402-1484-1,3.03300540650603E+018,35046,35139,56274,NULL,GJ 3436,NULL,NULL,CMa,NULL,7.26411001,-13.04947767,T,32.9554,-10.432,30.362,-7.441,G_R3,7.74,5.15,0.607,HIP,66.779,G_R3,-510.852,176.964,G_R3,52.31,93.36,11.854,G5 V,T
678872,2956-1095-1,9.49933726631974E+017,35052,35145,55647,NULL,NULL,NULL,NULL,Aur,NULL,7.26511861,43.56185255,T,48.7589,-11.489,33.412,33.602,G_R3,8.5,5.06,0.744,HIP,-16.566,G_R3,2.126,-65.759,G_R3,0.033,-1.606,-22.43,G5,T
679082,1350-663-1,3.36235713957088E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Gem,NULL,7.26625171,18.69208163,T,46.0615,-14.201,41.256,14.762,G_R3,9.208,5.891,0.949,T,23.418,G_R3,14.106,-99.134,G_R3,-12.39,26.532,-12.999,G0,T
679737,4820-3585-1,3.0599481486695E+018,35080,35173,NULL,NULL,NULL,NULL,NULL,Mon,NULL,7.26963162,-3.66591616,T,33.2535,-10.828,31.369,-2.126,G_R3,9.01,6.401,1.01,HIP,10.957,G_R3,104.983,-50.553,G_R3,-19.045,4.454,-8.653,K 2 V,T
680100,NULL,8.90284258753197E+017,118467,NULL,NULL,NULL,GJ 1096,NULL,NULL,Gem,NULL,7.271613,33.153884,GJ,15.2727717026086,-4.178,12.084,8.353,G_R3,14.48,13.56,1.75,GJ,7,OTHER,-96.421,-438.267,G_R3,-0.988,24.22,-22.737,NULL,NULL
680192,1917-2452-1,8.83439489632629E+017,35096,35191,NULL,NULL,Gl 268.3,NULL,NULL,Gem,NULL,7.2721588,27.14251861,T,11.9224,-3.469,10.026,5.439,G_R3,10.83,10.448,1.52,HIP,NULL,N,-33.301,-198.417,G_R3,0.106,5.45,-9.979,NULL,N
680474,2459-167-1,8.9673426884003E+017,35103,35198,55918,NULL,NULL,NULL,NULL,Gem,NULL,7.27370313,35.01738517,T,36.5245,-9.791,28.265,20.959,G_R3,8.51,5.697,0.746,HIP,2.167,G_R3,-126.115,16.533,G_R3,20.59,7.272,3.588,G5,HYG
681035,168-1253-1,3.11194288531086E+018,35114,35209,56303,NULL,NULL,NULL,NULL,CMi,NULL,7.27678513,1.87876334,T,41.646,-13.656,39.32,1.365,G_R3,7.34,4.242,0.609,HIP,8.193,G_R3,58.288,-116.392,G_R3,-13.804,4.672,-22.697,G2 V,T
682154,8562-523-1,5.4855190062501E+018,35151,35246,NULL,NULL,NULL,NULL,NULL,Car,NULL,7.28309197,-59.12272882,T,40.2035,-6.801,19.479,-34.505,G_R3,10.65,7.629,1.03,HIP,10.253,G_R3,-104.834,-6.582,G_R3,17.483,10.537,-9.444,K7V,HYG
682551,5403-3593-1,NULL,35166,35261,56593,NULL,NULL,NULL,NULL,CMa,NULL,7.28527058,-12.03386846,T,46.2963,-14.95,42.74,-9.652,HIP,6.72,3.392,0.436,HIP,NULL,N,30.21,-62.58,HYG,-5.313,-4.892,-13.432,F3/5 V,T
682678,2455-727-1,8.90234402772938E+017,35170,35265,56124,NULL,NULL,NULL,NULL,Gem,NULL,7.28598107,33.092055,T,27.249,-7.541,21.547,14.878,G_R3,6.93,4.753,0.631,HIP,22.497,G_R3,-58.185,-173.277,G_R3,-3.169,31.808,-6.469,G0,HYG
683067,4360-252-1,1.10828982367378E+018,35179,35274,NULL,NULL,NULL,NULL,NULL,Cam,NULL,7.28791686,68.46290909,T,40.4089,-4.908,13.999,37.588,G_R3,10.2,7.168,1.19,HIP,NULL,N,251.362,25.216,G_R3,-43.953,-20.169,1.773,K8,HYG
683670,NULL,3.03268548298224E+018,118469,NULL,NULL,NULL,Gl 268.5,NULL,NULL,CMa,NULL,7.291244,-14.002613,GJ,47.9828029634179,-15.44,43.922,-11.61,G_R3,12.11,8.705,1.43,GJ,-8.66,G_R2,-127.704,-242.717,G_R3,34.621,-10.896,-51.473,NULL,NULL
683722,8123-1534-1,NULL,35200,35296,57095,NULL,Gl 269A,NULL,NULL,Pup,NULL,7.29154445,-46.97926803,T,14.5943,-3.303,9.394,-10.67,HIP,6.7,5.879,0.975,HIP,59,HYG,-18.46,585.03,HYG,-21.964,66.314,-15.521,K3 V,T
683761,NULL,3.36326636696923E+018,118468,NULL,NULL,NULL,GJ 3437,NULL,NULL,Gem,NULL,7.291708,19.572512,GJ,20.9503936578968,-6.549,18.622,7.018,G_R3,12.8,11.194,1.56,GJ,0.73,OTHER,-322.661,-265.123,G_R3,27.076,19.601,-24.565,NULL,NULL
684228,763-243-1,NULL,35214,35310,56515,NULL,NULL,NULL,NULL,CMi,NULL,7.29403574,9.29210652,T,41.6146,-13.648,38.734,6.719,HIP,6.72,3.624,0.565,HIP,NULL,N,4.44,-114.02,HYG,-2.033,3.134,-22.198,G0,HYG
684349,164-835-1,3.11106647146539E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mon,NULL,7.29476702,0.13460502,T,47.3608,-15.748,44.666,0.111,G_R3,9.131,5.754,1.049,T,48.05,G_R3,-154.054,-16.89,G_R3,16.639,56.825,-3.679,K0/1 V,T
685156,7634-2048-1,5.56146302599668E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Pup,NULL,7.2995385,-41.11418154,T,47.554,-11.955,33.774,-31.27,G_R3,11.296,7.91,NULL,T,51.143,G_R3,50.997,96.031,G_R3,-28.445,45.906,-17.32,NULL,N
685540,1346-1396-1,3.16826519664385E+018,35253,35350,56537,2763,GJ 9231A,Lam,54,Gem,NULL,7.30154971,16.54038384,T,30.6684,-9.825,27.709,8.731,G_R3,3.58,1.147,0.106,HIP,-15.336,G_R3,-46.157,-36.007,G_R3,10.74,-10.209,-9.384,A3V,T
685670,2944-1872-1,9.48039989652369E+017,35256,35353,NULL,NULL,GJ 3438,NULL,NULL,Aur,NULL,7.30227214,39.27483525,T,14.0208,-3.629,10.229,8.876,G_R3,10.3,9.566,1.508,HIP,9.904,G_R3,-214.557,-116.968,G_R3,9.231,16.632,0.251,M1,HYG
685889,8131-472-1,5.50420455352887E+018,35262,35359,57334,NULL,NULL,NULL,NULL,Car,NULL,7.30342207,-51.05046246,T,48.8044,-10.267,28.911,-37.955,G_R3,7.52,4.078,0.556,HIP,16.576,G_R3,24.923,-153.316,G_R3,0.311,-18.105,-35.189,F8/G0 V,T
686494,2952-12-1,9.49761549983095E+017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aur,NULL,7.3065282,42.79645333,T,43.4303,-10.689,30.022,29.506,G_R3,12.013,8.824,0.62,T,26.009,G_R3,-46.807,-138.658,G_R3,-3.828,39.482,-3.277,NULL,N
686767,1917-773-1,8.83455638709599E+017,35280,35377,56513,NULL,NULL,NULL,NULL,Gem,NULL,7.30801926,27.25285229,T,35.5396,-10.609,29.76,16.274,G_R3,8.02,5.266,0.627,HIP,-33.285,G_R3,157.267,-157.489,G_R3,-19.101,-25.325,-38.83,G2V,T
687551,6545-534-1,5.6161206810348E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CMa,NULL,7.31227466,-26.27149624,T,24.3649,-7.359,20.571,-10.785,G_R3,11.611,9.677,1.223,T,23.116,G_R3,37.44,-34.065,G_R3,-10.467,16.42,-13.76,NULL,N
688163,8120-1804-1,5.51149197916054E+018,35340,35437,57415,NULL,NULL,NULL,NULL,Pup,NULL,7.31563895,-45.29725965,T,46.5157,-11.049,30.799,-33.062,G_R3,7.17,3.832,0.519,HIP,0.437,G_R3,-237.269,113.291,G_R3,43.147,34.669,17.262,F6 V,T
688464,164-1364-1,3.11187646793693E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CMi,NULL,7.31760457,1.64247694,T,49.1451,-16.611,46.231,1.409,G_R3,8.51,5.053,0.742,T,49.19,G_R3,-106.256,-13.543,G_R3,6.639,54.729,-1.744,G3 V,T
689740,5965-2336-1,3.03097701371053E+018,35390,35487,57167,2788,NULL,NULL,NULL,CMa,NULL,7.32449506,-16.39524872,T,43.1708,-14.0752,38.9502,-12.1857,G_R3,5.7,2.524,0.346,HIP,-39,HYG,165.693,-138.852,G_R3,-16.45,-54.255,-16.252,F2 III/IV,T
689888,2455-652-1,8.93214796542513E+017,35398,35495,NULL,NULL,Gl 270,NULL,NULL,Gem,NULL,7.32535376,32.83010184,T,18.2252,-5.208,14.402,9.881,G_R3,10.06,8.757,1.42,HIP,-69.57,G_R3,408.434,-347.385,G_R3,-18.838,-51.672,-62.936,M2:,HYG
690679,2463-986-1,8.97946892726133E+017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aur,NULL,7.32959921,36.30361706,T,47.1023,-12.948,35.683,27.888,G_R3,8.706,5.341,0.785,T,21.348,G_R3,-103.253,-90.118,G_R3,11.74,35.236,-3.577,NULL,N
691059,763-391-1,3.15526340292687E+018,35422,35519,NULL,NULL,NULL,NULL,NULL,CMi,NULL,7.33158877,9.22855207,T,49.3545,-16.641,45.785,7.915,G_R3,9.24,5.773,0.876,HIP,NULL,N,75.66,-461.413,G_R3,-22.551,10.225,-106.557,K0,HYG
691281,4618-116-1,1.149727977381E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Cam,NULL,7.33278849,84.07726371,T,12.4962,-0.441,1.212,12.43,G_R3,12.056,11.572,1.388,T,21.79,G_R3,-38.587,-80.916,G_R3,-0.251,7.375,21.18,NULL,N
691766,1359-2672-1,8.66177431955478E+017,35453,35550,56986,2777,Gl 271A,Del,55,Gem,Wasat,7.335383,21.98232,HIP_X,18.598,-5.9067,16.2023,6.9621,G_R3,3.5,2.153,0.374,HIP,-15.3,HYG,-27.722,-14.702,G_R3,6.99,-12.036,-6.929,F0IV...,HYG
692501,8132-2110-1,5.49202674069853E+018,35467,35564,57852,2813,NULL,NULL,NULL,Car,NULL,7.33940421,-52.30925468,T,33.9257,-7.125,19.48,-26.846,G_R3,5.5,2.847,0.483,HIP,22,HYG,-31.762,138.163,G_R3,-5.863,30.9,-3.824,F0/2 IV/V,T
694117,2969-1459-1,9.73969188253991E+017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Lyn,NULL,7.34827853,44.45154124,T,41.5936,-10.264,27.861,29.128,G_R3,10.421,7.326,1.465,T,-3.993,G_R3,-27.956,8.301,G_R3,6.554,-1.845,-1.628,NULL,N
694776,4360-1798-1,1.10818334284484E+018,35530,35628,56168,NULL,NULL,NULL,NULL,Cam,NULL,7.35186993,67.66183233,T,25.811,-3.4,9.202,23.874,G_R3,8.38,6.321,0.888,HIP,-9.196,G_R3,-70.193,70.545,G_R3,12.035,-7.791,-5.225,K0,T
695292,5395-4692-1,3.04851933947067E+018,35544,35642,57517,2798,NULL,NULL,NULL,Mon,NULL,7.354669,-8.87788168,T,33.0655,-11.345,30.6359,-5.1031,G_R3,6.56,3.963,0.532,HIP,-2.58,G_R3,23.419,-157.793,G_R3,-1.232,-7.245,-24.039,G1 V,T
695331,3393-2021-1,9.74158613492227E+017,35545,35643,56963,2776,NULL,NULL,NULL,Lyn,NULL,7.3548606,45.2281971,T,37.0569,-9.064,24.474,26.307,G_R3,5.74,2.896,0.342,HIP,25,HYG,-48.246,10.143,G_R3,2.272,18.268,19.003,F 1 V,T
695627,5403-2338-1,3.03308065433141E+018,35553,35651,57568,NULL,NULL,NULL,NULL,CMa,NULL,7.35630045,-12.63723212,T,37.6481,-12.772,34.444,-8.237,G_R3,9.95,7.071,1.037,HIP,39.728,G_R3,-133.04,459.92,G_R3,2.542,61.44,71.402,K3 V,T
697686,4360-1709-1,1.10832813478107E+018,35608,35706,NULL,NULL,NULL,NULL,NULL,Cam,NULL,7.36723917,68.27432523,T,37.7853,-4.9001,13.1004,35.1011,G_R3,10.11,7.223,1.14,HIP,NULL,N,66.883,117.362,G_R3,-4.379,-22.488,7.782,K8,HYG
698107,4816-1673-1,3.0618333300714E+018,35620,35718,57678,NULL,NULL,NULL,NULL,Mon,NULL,7.36935988,-1.86272533,T,48.0955,-16.866,45.014,-1.563,G_R3,8.73,5.319,0.774,HIP,98.991,G_R3,-369.912,255.336,G_R3,43.598,124.012,54.967,G8 V,T
698570,7643-2065-1,5.58569204032509E+018,35641,35739,58111,NULL,NULL,NULL,NULL,Pup,NULL,7.37190569,-39.25332471,T,36.4052,-9.909,26.392,-23.035,G_R3,8.83,6.024,0.875,HIP,7.138,G_R3,-143.929,-50.851,G_R3,23.263,8.707,-11.312,K0/1 V,T
698980,3401-892-1,9.77073453177537E+017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Lyn,NULL,7.37408705,49.49813794,T,41.272,-9.436,25.089,31.383,G_R3,10.505,7.427,1.307,T,-73.991,G_R3,117.806,-144.148,G_R3,-12.206,-33.021,-74.578,NULL,N
698981,763-610-1,3.15542310698959E+018,35652,35750,NULL,NULL,NULL,NULL,NULL,CMi,NULL,7.37408846,8.90201997,T,44.5737,-15.502,41.218,6.898,G_R3,9.37,6.125,0.897,HIP,-61.798,G_R3,186.357,-314.615,G_R3,-18.986,-61.378,-75.24,K2V,T
699191,2464-185-1,8.97128645619894E+017,35657,35755,NULL,NULL,NULL,NULL,NULL,Aur,NULL,7.37529451,35.899434,T,41.712,-11.905,31.622,24.458,G_R3,11.57,8.469,1.668,HIP,21.336,G_R3,16.304,-135.202,G_R3,-14.629,29.71,-9.145,M0,HYG
699285,2464-577-1,8.97128439461464E+017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aur,NULL,7.375714,35.89266385,T,40.598,-11.591,30.779,23.801,G_R3,10.915,7.872,1.427,T,NULL,N,21.437,-130.507,G_R3,-9.05,12.326,-20.347,NULL,N
699761,NULL,8.86033095827284E+017,118473,NULL,NULL,NULL,GJ 3439,NULL,NULL,Gem,NULL,7.378539,30.672129,GJ,25.6506281838842,-7.79,20.641,13.085,G_R3,13.34,11.295,1.5,GJ,13,OTHER,-408.265,-592.025,G_R3,29.53,62.348,-55.285,NULL,NULL
700687,4829-347-1,3.05491039254376E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mon,NULL,7.38347409,-7.09694797,T,49.4074,-17.372,45.848,-6.104,G_R3,9.326,5.857,1.011,T,53.985,G_R3,50.765,-67.092,G_R3,-29.412,44.067,-22.263,NULL,N
700909,1351-560-1,3.36214026090255E+018,35705,35803,57703,NULL,NULL,NULL,NULL,Gem,NULL,7.38461272,18.27341048,T,43.6936,-14.713,38.794,13.7,G_R3,6.78,3.578,0.455,HIP,-12.828,G_R3,-37.613,-43.005,G_R3,10.613,-6.015,-12.48,F2,T
701421,3393-869-1,9.74536192658255E+017,35723,35821,NULL,NULL,Gl 272,NULL,NULL,Lyn,NULL,7.38747184,46.08739965,T,16.9771,-4.184,11.006,12.23,G_R3,10.56,9.411,1.442,HIP,-31.484,G_R3,-120.769,-237.852,G_R3,11.944,-4.068,-35.958,M2,HYG
702170,5974-218-1,2.93024168252366E+018,35752,35851,NULL,NULL,NULL,NULL,NULL,CMa,NULL,7.39145846,-20.0234062,T,31.2992,-10.477,27.478,-10.717,G_R3,9.91,7.432,1.228,HIP,12.609,G_R3,45.201,-335.719,G_R3,-4.411,-7.256,-51.118,NULL,N
702875,1355-214-1,3.36304907168518E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Gem,NULL,7.39544207,20.41629832,T,27.7119,-9.278,24.257,9.667,G_R3,10.144,7.931,1.272,T,7.558,G_R3,-65.642,-230.692,G_R3,1.747,19.57,-25.765,NULL,N
703032,771-1035-1,3.16320197995674E+018,35774,35872,57901,NULL,GJ 2057,NULL,NULL,Gem,NULL,7.39640791,12.964718,T,24.029,-8.371,21.869,5.391,G_R3,8.19,6.286,0.959,HIP,37.788,G_R3,84.269,-424.947,G_R3,-26.011,41.101,-38.694,G5,HYG
703378,5970-2757-1,3.02765635115513E+018,35786,35884,58192,NULL,NULL,NULL,NULL,CMa,NULL,7.39828234,-17.41343646,T,36.5031,-12.467,32.522,-10.924,G_R3,6.84,4.028,0.489,HIP,16.048,G_R3,-70.532,-21.977,G_R3,6.323,17.604,-8.431,F7 V,T
703832,4123-762-1,1.10798559825152E+018,35802,35900,NULL,NULL,NULL,NULL,NULL,Cam,NULL,7.4007293,67.35311508,T,47.9324,-6.617,17.229,44.237,G_R3,10.31,6.907,0.951,HIP,35.213,G_R3,38.553,-172.359,G_R3,-25.998,43.257,17.418,K5,HYG
703914,7647-1116-1,5.58559466482687E+018,35804,35902,58489,NULL,NULL,NULL,NULL,Pup,NULL,7.40127983,-40.04606932,T,43.1015,-11.835,30.8,-27.732,G_R3,9.76,6.588,1.07,HIP,-14.848,G_R3,-26.085,151.068,G_R3,1.929,9.839,33.182,K2/3 (V),T
704151,8563-1296-1,5.4856436290207E+018,35812,35910,58895,NULL,NULL,NULL,NULL,Car,NULL,7.40260721,-58.49194617,T,49.8846,-9.359,24.333,-42.53,G_R3,6.58,3.09,0.71,HIP,22.236,G_R3,-87.815,137.626,G_R3,5.249,44.199,-1.949,G3 IV,T
704220,4829-2404-1,3.05512881740367E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mon,NULL,7.40304306,-6.02554636,T,46.7906,-16.71,43.428,-4.912,G_R3,9.479,6.128,0.821,T,80.17,G_R3,57.381,-63.471,G_R3,-39.979,68.459,-22.416,G0,T
705282,9389-507-1,5.20801058645497E+018,35839,35937,NULL,NULL,NULL,NULL,NULL,Men,NULL,7.40863248,-80.18537479,T,29.9754,-1.842,4.766,-29.537,G_R3,10.12,7.736,1.274,HIP,1.988,G_R3,175.68,60.809,G_R3,-26.477,-0.741,-0.486,M...,HYG
705435,5970-1367-1,3.02755935361505E+018,35845,35943,NULL,NULL,NULL,NULL,NULL,CMa,NULL,7.40951442,-17.89223229,T,24.3279,-8.351,21.593,-7.474,G_R3,10.34,8.409,1.365,HIP,-8.79,G_R3,-48.216,-45.568,G_R3,8.786,-7.302,-2.301,M0V:,HYG
706581,7643-1097-1,5.58602244357062E+018,35886,35985,58676,NULL,NULL,NULL,NULL,Pup,NULL,7.41587801,-38.35197133,T,48.8835,-13.887,35.731,-30.332,G_R3,9.48,6.034,0.888,HIP,-17.433,G_R3,-2.821,-122.44,G_R3,11.939,-28.915,-11.434,K1/2 (V),T
706681,3393-1303-1,9.74614670300402E+017,35890,35989,NULL,NULL,NULL,NULL,NULL,Lyn,NULL,7.41646609,46.09961443,T,48.1216,-12.092,31.1,34.674,G_R3,9.16,5.748,0.814,HIP,6.788,G_R3,-287.015,-311.923,G_R3,40.738,75.899,-44.449,K0V,T
706714,7643-1753-1,5.58602240921109E+018,35891,35992,NULL,NULL,NULL,NULL,NULL,Pup,NULL,7.41666564,-38.34970587,T,48.9134,-13.903,35.752,-30.349,G_R3,9.65,6.203,0.944,HIP,-17.382,G_R3,-0.675,-121.445,G_R3,11.419,-28.932,-11.299,K 2 V,T
706791,2464-396-1,8.98844639674673E+017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aur,NULL,7.41706413,37.2310662,T,32.5704,-9.401,24.168,19.706,G_R3,9.713,7.149,1.033,T,-9.182,G_R3,-27.712,14.511,G_R3,7.129,-6.526,-3.772,NULL,N
707147,5408-3120-1,3.03196894499827E+018,35899,35998,58461,2832,NULL,NULL,NULL,CMa,NULL,7.41897663,-13.75197774,T,37.2936,-13.15,33.754,-8.865,G_R3,5.79,2.932,0.432,HIP,8.802,G_R3,-202.889,-0.468,G_R3,30.326,20.968,-2.173,F3 V,T
707423,4817-468-1,3.11036604819988E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mon,NULL,7.42052562,-0.42704703,T,36.9426,-13.424,34.416,-0.275,G_R3,9.511,6.673,1.136,T,-25.624,G_R3,73.376,-27.23,G_R3,-2.648,-28.574,-4.578,K5,T
707652,3789-146-1,9.89016898234332E+017,35914,36014,57625,NULL,NULL,NULL,NULL,Lyn,NULL,7.42167641,56.56915854,T,44.322,-8.88,22.746,36.989,G_R3,7.69,4.457,0.603,HIP,4.651,G_R3,-55.181,-59.102,G_R3,6.099,16.257,-2.96,F8,T
708134,4821-1386-1,3.06178374896929E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mon,NULL,7.42423607,-1.98882393,T,39.6831,-14.447,36.934,-1.377,G_R3,10.268,7.275,1.465,T,5.999,G_R3,-137.068,-52.791,G_R3,21.955,14.656,-10.133,NULL,N
708272,5400-2453-1,3.03524597068343E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mon,NULL,7.42495445,-10.69987445,T,33.082,-11.847,30.271,-6.142,G_R3,11.667,9.069,1.836,T,27.888,G_R3,-204.003,-197.594,G_R3,21.901,31.821,-35.627,NULL,N
708592,2969-954-1,9.73232343665408E+017,35937,36037,NULL,NULL,NULL,NULL,NULL,Aur,NULL,7.426789,44.058684,HIP_X,32.3937,-8.495,21.674,22.526,G_R3,10.95,8.398,1.411,HIP,12.037,G_R3,-99.778,-88.318,G_R3,7.667,22.426,-1.375,M0,HYG
708959,1918-2339-1,8.73035017257455E+017,35946,36046,58207,2821,NULL,Iot,60,Gem,NULL,7.42877664,27.79808119,T,41.6317,-13.456,34.281,19.415,G_R3,3.78,0.683,1.024,HIP,8,HYG,-122.06,-85.133,G_R3,16.975,22.683,-11.132,G8III,T
709014,5400-2162-1,3.04731094613482E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mon,NULL,7.42904002,-10.11772909,T,41.2319,-14.834,37.783,-7.243,G_R3,9.879,6.803,1.145,T,30.437,G_R3,-81.259,-48.446,G_R3,4.442,32.147,-14.669,NULL,N
709640,4821-2280-1,3.06156274713102E+018,35971,36071,58556,NULL,NULL,NULL,NULL,Mon,NULL,7.43256031,-2.24846802,T,33.8365,-12.385,31.46,-1.328,G_R3,6.99,4.343,0.568,HIP,10.688,G_R3,-14.949,-47.469,G_R3,-1.571,10.537,-8.028,G1 V,T
709953,5966-1602-1,3.02847486884261E+018,35981,36081,58696,NULL,NULL,NULL,NULL,CMa,NULL,7.43433599,-15.66591724,T,49.6796,-17.5428,44.5012,-13.4145,G_R3,6.88,3.399,0.62,HIP,48.31,G_R3,-63.913,-105.706,G_R3,-0.591,42.541,-37.015,G1/2 V,T
710477,7112-2347-1,5.59162503943311E+018,36002,36102,NULL,NULL,NULL,NULL,NULL,Pup,NULL,7.43709761,-33.9419067,T,36.1823,-11.0283,27.9179,-20.2018,G_R3,12.04,9.248,1.471,HIP,NULL,N,-231.282,301.223,G_R3,26.296,41.406,42.862,NULL,N
711174,5966-380-1,3.02847016155848E+018,36020,36121,58760,NULL,NULL,NULL,NULL,CMa,NULL,7.4407112,-15.77033603,T,25.9493,-9.197,23.217,-7.053,G_R3,9.21,7.139,1.16,HIP,-1.081,G_R3,45.62,-97.521,G_R3,-3.634,-6.065,-11.251,K4 V,T
711389,4112-1484-1,1.08669455630771E+018,36028,36129,57813,NULL,NULL,NULL,NULL,Cam,NULL,7.44198998,60.54548106,T,42.1258,-7.636,19.256,36.681,G_R3,8.64,5.517,0.845,HIP,46.095,G_R3,-144.912,-475.034,G_R3,-11.902,108.522,-6.51,G5,HYG
712344,1359-1014-1,8.65962683591073E+017,36051,36152,58551,2835,NULL,NULL,NULL,Gem,NULL,7.44729232,21.53564764,T,30.5995,-10.529,26.4446,11.2322,G_R3,6.54,4.111,0.464,HIP,47,HYG,-315.469,-20.834,G_R3,25.933,58.575,14.442,F 6 V,T
712680,7112-3573-1,5.59153481075783E+018,36059,36160,59100,NULL,NULL,NULL,NULL,Pup,NULL,7.44934204,-34.3155236,T,48.2808,-14.77,37.041,-27.218,G_R3,8.17,4.751,0.634,HIP,64.647,G_R3,-307.31,91.838,G_R3,41.166,86.656,-19.084,G5 V,T
712736,7112-3376-1,5.59153481075783E+018,36064,36165,59099,NULL,NULL,NULL,NULL,Pup,NULL,7.44963192,-34.31218614,T,49.2199,-15.0613,37.7624,-27.7462,G_R3,7.03,3.569,0.487,HIP,71,HYG,-293.783,83.63,G_R3,37.869,90.083,-23.905,F6/7 V,T
713289,764-2774-1,NULL,36087,36188,58715,2845,NULL,Bet,3,CMi,Gomeisa,7.452512,8.289315,HIP_X,49.5786,-18.21,45.556,7.148,HIP,2.89,-0.586,-0.097,HIP,22,HYG,-50.28,-38.45,HYG,2.409,25.811,-5.771,B8Vvar,HYG
714068,173-3208-1,3.13984790630795E+018,36107,36208,NULL,NULL,Gl 273,NULL,NULL,CMi,Luyten's Star,7.45680611,5.22579983,T,3.7861,-1.403,3.499,0.345,G_R3,9.84,11.949,1.573,HIP,17.353,G_R3,571.232,-3691.487,G_R3,-18.194,17.824,-64.398,M5,HYG
714119,8132-40-1,5.49358866568462E+018,36109,36210,59468,NULL,Gl 275,NULL,NULL,Car,NULL,7.45707351,-51.40259709,T,22.4658,-5.218,13.008,-17.558,G_R3,6.72,4.962,0.694,HIP,4.817,G_R3,-287.586,-2.069,G_R3,27.371,14.031,-3.902,G5 V,T
714278,1359-1811-1,8.66016662739803E+017,36114,36215,NULL,NULL,GJ 3441,NULL,NULL,Gem,NULL,7.45799348,22.04422148,T,20.2657,-6.9972,17.4329,7.6057,G_R3,11.25,9.716,1.495,HIP,NULL,N,-261.039,-144.221,G_R3,21.336,14.167,-12.842,M2,HYG
714992,1359-2673-1,8.65209037088705E+017,36136,36238,58728,2846,NULL,NULL,63,Gem,NULL,7.46232132,21.4452599,T,32.4604,-11.286,28.026,11.868,G_R3,5.2,2.643,0.455,HIP,25,HYG,-56.45,-121.068,G_R3,-3.179,31.148,-8.2,F5IV-V,T
715290,1355-612-1,3.36264991890184E+018,36147,36249,58781,NULL,NULL,NULL,NULL,Gem,NULL,7.46410612,19.04479534,T,29.1596,-10.308,25.563,9.515,G_R3,7.24,4.916,0.734,HIP,4.938,G_R3,117.63,-70.447,G_R3,-18.014,1.195,-7.594,G5,HYG
715625,5966-2600-1,3.02774682034513E+018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Pup,NULL,7.46615044,-16.83964857,T,47.4766,-17.017,42.134,-13.754,G_R3,10.029,6.647,1.414,T,17.305,G_R3,85.471,-8.276,G_R3,-23.837,7.654,-6.796,K2/3 V,T
716080,4527-458-1,1.13651219121269E+018,36175,36277,NULL,NULL,NULL,NULL,NULL,Cam,NULL,7.46850707,76.12147564,T,46.2516,-4.161,10.284,44.901,G_R3,10.53,7.204,0.848,HIP,-183.854,G_R3,193.877,-333.276,G_R3,-49.471,8.937,-196.014,G5,HYG
716267,2961-1900-1,9.00556927171103E+017,36183,36285,58595,NULL,NULL,NULL,NULL,Aur,NULL,7.46960923,40.65658569,T,30.4673,-8.675,21.424,19.85,G_R3,7.39,4.971,0.702,HIP,12.786,G_R3,93.254,-34.134,G_R3,-17.33,6.913,4.59,G5,T
716331,768-55-1,3.15551694343515E+018,36188,36290,58971,NULL,NULL,NULL,NULL,CMi,NULL,7.46999511,9.49820245,T,45.2588,-16.758,41.373,7.468,G_R3,8.8,5.521,0.76,HIP,-25.648,G_R3,-68.975,-269.726,G_R3,19.628,-9.04,-61.308,G5,HYG
